data,temp_min,temp_max,temp_media,precipitacao
1970-12-24 00:00:00, 23.6, 35.0, 28.3, 0.0
1970-12-25 00:00:00, 24.0, 33.8, 28.02, 0.0
1970-12-26 00:00:00, 24.2, 34.5, 28.26, 1.6
1970-12-27 00:00:00, 23.4, 33.9, 27.96, 0.0
1970-12-28 00:00:00, 23.0, 35.8, 28.48, 0.0
1970-12-29 00:00:00, 24.4, 35.2, 29.0, 0.0
1970-12-30 00:00:00, 24.9, 35.7, 29.44, 0.0
1970-12-31 00:00:00, 24.1, 34.9, 28.32, 0.0
1971-02-01 00:00:00, 23.5, 34.6, 28.16, 0.0
1971-02-02 00:00:00, 24.3, 34.8, 28.68, 0.0
1971-02-03 00:00:00, 20.3, 32.0, 26.42, 15.0
1971-02-04 00:00:00, 21.8, 32.8, 26.6, 2.9
1971-02-05 00:00:00, 22.8, 32.8, 27.1, 1.3
1971-02-06 00:00:00, 23.0, 32.7, 27.38, 0.0
1971-02-07 00:00:00, 23.1, 32.6, 27.5, 0.0
1971-02-08 00:00:00, 23.4, 31.6, 26.8, 0.0
1971-02-09 00:00:00, 23.6, 32.8, 27.0, 0.0
1971-02-10 00:00:00, 22.3, 33.5, 27.02, 0.0
1971-02-11 00:00:00, 22.6, 34.2, 27.34, 0.0
1971-02-12 00:00:00, 22.8, 35.3, 28.2, 0.0
1971-02-13 00:00:00, 25.2, 32.2, 27.8, 0.0
1971-02-14 00:00:00, 22.3, 30.2, 26.26, 4.0
1971-02-15 00:00:00, 22.8, 32.8, 27.08, 0.0
1971-02-16 00:00:00, 23.4, 32.0, 27.24, 0.0
1971-02-17 00:00:00, 22.2, 32.0, 26.9, 3.0
1971-02-18 00:00:00, 23.0, 34.0, 27.64, 0.0
1971-02-19 00:00:00, 22.3, 34.0, 28.16, 0.0
1971-02-20 00:00:00, 22.2, 34.2, 27.56, 0.0
1971-02-21 00:00:00, 22.8, 33.4, 27.44, 0.0
